ID de la orden;Fecha de la compra;ID del cliente;Género del cliente;Edad del cliente;Categoría del producto;Nombre del producto;Precio del producto;Cantidad comprada;Total de la orden;Método de pago;Región de envío
10264;2025-04-21;2625;;;Pantalones;Pantalón formal;58.93;4;235.72;Transferencia;Occidente
10265;2025-07-13;2803;;;Vestidos;Vestido casual;89.39;3;268.17;Tarjeta de débito;Norte
10266;2025-06-19;2859;;;Vestidos;Vestido casual;16.59;5;82.95;Transferencia;Sur
10267;2025-01-10;2963;;;Zapatos;Zapatillas deportivas;170.81;2;341.62;Tarjeta de débito;Norte
10268;2025-01-18;2396;;;Chaquetas;Chaqueta deportiva;62.79;5;313.95;Transferencia;Sur
10269;2025-06-13;2947;;;Zapatos;Sandalias;101.76;2;203.52;Transferencia;Ciudad
10270;2025-06-28;2294;;;Accesorios;Gorra;44.55;2;89.1;Tarjeta de crédito;Oriente
10271;2025-05-16;2961;;;Chaquetas;Chaqueta deportiva;90.64;1;90.64;Contra entrega;Sur
10272;2025-02-22;1867;;;Vestidos;Vestido de fiesta;90.23;2;180.46;Tarjeta de crédito;Oriente
10273;2025-06-10;1692;;;Camisetas;Camiseta deportiva;19.21;4;76.84;Tarjeta de crédito;Occidente
10274;2025-03-02;2032;;;Accesorios;Reloj;97.39;4;389.56;Tarjeta de crédito;Sur
10275;2025-02-13;2922;;;Accesorios;Gorra;175.36;4;701.44;Tarjeta de crédito;Occidente
10276;2025-03-02;2792;;;Chaquetas;Abrigo;148.63;3;445.89;Contra entrega;Sur
10277;2025-08-20;2336;;;Chaquetas;Abrigo;119.86;1;119.86;Tarjeta de débito;Norte
10278;2025-03-18;1305;;;Chaquetas;Chaqueta de cuero;103.74;5;518.7;Tarjeta de crédito;Ciudad
10279;2025-08-24;1400;;;Pantalones;Jeans slim;128.42;2;256.84;Tarjeta de crédito;Ciudad
10280;2025-08-06;1596;;;Pantalones;Jeans slim;10.76;4;43.04;Tarjeta de débito;Occidente
10281;2025-05-04;1424;;;Chaquetas;Chaqueta deportiva;35.72;5;178.6;Tarjeta de crédito;Occidente
10282;2025-06-05;1539;;;Camisetas;Camiseta básica;177.53;1;177.53;Efectivo;Oriente
10283;2025-07-01;2087;;;Accesorios;Bolso de mano;96.59;2;193.18;Efectivo;Occidente
10284;2025-06-18;1667;;;Chaquetas;Chaqueta de cuero;67.14;4;268.56;Efectivo;Ciudad
10285;2025-02-10;1789;;;Chaquetas;Chaqueta deportiva;20.28;5;101.4;Transferencia;Sur
10286;2025-04-04;2078;;;Chaquetas;Abrigo;179.79;2;359.58;Transferencia;Ciudad
10287;2025-07-16;2964;;;Zapatos;Sandalias;186.45;5;932.25;Tarjeta de débito;Occidente
10288;2025-03-06;1128;;;Pantalones;Pantalón formal;29.96;3;89.88;Tarjeta de crédito;Sur
10289;2025-06-14;2017;;;Accesorios;Reloj;166.55;5;832.75;Efectivo;Ciudad
10290;2025-07-11;2749;;;Pantalones;Jeans slim;143.76;1;143.76;Tarjeta de crédito;Oriente
10291;2025-06-22;1504;;;Accesorios;Bolso de mano;30.76;2;61.52;Transferencia;Oriente
10292;2025-02-10;1744;;;Chaquetas;Abrigo;14.92;5;74.6;Tarjeta de crédito;Sur
10293;2025-07-08;1903;;;Accesorios;Gorra;14.86;3;44.58;Tarjeta de débito;Sur
10294;2025-01-03;1446;;;Camisetas;Camiseta deportiva;42.82;3;128.46;Transferencia;Occidente
10295;2025-01-16;2681;;;Vestidos;Vestido de fiesta;121.23;2;242.46;Tarjeta de débito;Sur
10296;2025-04-09;2266;;;Accesorios;Bolso de mano;175.49;5;877.45;Tarjeta de débito;Ciudad
10297;2025-01-05;1873;;;Camisetas;Camiseta deportiva;126.19;5;630.95;Contra entrega;Oriente
10298;2025-03-03;2661;;;Zapatos;Sandalias;172.22;4;688.88;Contra entrega;Occidente
10299;2025-06-03;1156;;;Pantalones;Jeans slim;119.61;1;119.61;Tarjeta de crédito;Sur
10300;2025-08-21;1591;;;Vestidos;Vestido de verano;170.91;4;683.64;Contra entrega;Sur
10301;2025-04-03;2392;;;Zapatos;Sandalias;28.88;3;86.64;Tarjeta de débito;Oriente
10302;2025-05-25;1159;;;Zapatos;Sandalias;197.82;1;197.82;Tarjeta de crédito;Sur
10303;2025-02-16;2380;;;Accesorios;Gorra;80.68;3;242.04;Efectivo;Oriente
10304;2025-08-21;2199;;;Camisetas;Camiseta básica;42.78;3;128.34;Tarjeta de crédito;Norte
10305;2025-01-12;1370;;;Chaquetas;Chaqueta de cuero;83.29;4;333.16;Tarjeta de crédito;Oriente
10306;2025-01-12;1471;;;Accesorios;Reloj;161.84;2;323.68;Efectivo;Oriente
10307;2025-03-11;1966;;;Pantalones;Jeans slim;126.75;4;507;Transferencia;Oriente
10308;2025-02-28;2163;;;Camisetas;Camiseta básica;73.58;1;73.58;Transferencia;Ciudad
10309;2025-04-05;1092;;;Accesorios;Gorra;48.27;5;241.35;Transferencia;Norte
10310;2025-04-23;2024;;;Zapatos;Sandalias;64.86;4;259.44;Tarjeta de crédito;Oriente
10311;2025-04-27;2489;;;Accesorios;Reloj;155.72;4;622.88;Contra entrega;Sur
10312;2025-08-14;2128;;;Zapatos;Sandalias;16.88;2;33.76;Efectivo;Ciudad
10313;2025-07-19;2781;;;Zapatos;Zapatillas deportivas;149.37;5;746.85;Tarjeta de crédito;Ciudad
10314;2025-05-22;1806;;;Camisetas;Camiseta estampada;54.08;5;270.4;Tarjeta de crédito;Oriente
10315;2025-08-14;2657;;;Camisetas;Camiseta deportiva;131.58;1;131.58;Transferencia;Norte
10316;2025-06-10;1478;;;Camisetas;Camiseta deportiva;163.53;5;817.65;Tarjeta de crédito;Sur
10317;2025-02-08;1723;;;Chaquetas;Chaqueta de cuero;107.06;3;321.18;Tarjeta de débito;Norte
10318;2025-07-18;2840;;;Pantalones;Pantalón formal;91.32;4;365.28;Tarjeta de débito;Norte
10319;2025-08-15;2964;;;Pantalones;Pantalón formal;144.78;5;723.9;Transferencia;Oriente
10320;2025-02-21;1325;;;Pantalones;Pantalón formal;31.49;4;125.96;Transferencia;Norte
10321;2025-04-12;2680;;;Camisetas;Camiseta estampada;11.63;2;23.26;Tarjeta de crédito;Norte
10322;2025-02-16;1697;;;Vestidos;Vestido casual;107.92;5;539.6;Transferencia;Oriente
10323;2025-08-02;2707;;;Vestidos;Vestido casual;140.88;1;140.88;Tarjeta de débito;Sur
10324;2025-02-14;2013;;;Camisetas;Camiseta estampada;103.24;5;516.2;Tarjeta de crédito;Occidente
10325;2025-08-18;1601;;;Vestidos;Vestido casual;79.89;3;239.67;Tarjeta de débito;Oriente
10326;2025-05-03;1859;;;Vestidos;Vestido de fiesta;188.42;2;376.84;Tarjeta de crédito;Occidente
10327;2025-08-03;2000;;;Vestidos;Vestido casual;63.9;4;255.6;Efectivo;Oriente
10328;2025-04-14;1864;;;Pantalones;Jeans slim;177.32;3;531.96;Tarjeta de débito;Occidente
10329;2025-05-23;2398;;;Chaquetas;Abrigo;27.98;2;55.96;Tarjeta de débito;Norte
10330;2025-02-07;1355;;;Vestidos;Vestido casual;102.16;3;306.48;Transferencia;Norte
10331;2025-02-15;1252;;;Accesorios;Reloj;77.88;2;155.76;Contra entrega;Occidente
10332;2025-04-16;2772;;;Pantalones;Jeans slim;135.68;3;407.04;Tarjeta de crédito;Norte
10333;2025-04-08;1581;;;Chaquetas;Chaqueta de cuero;82.32;5;411.6;Tarjeta de débito;Sur
10334;2025-06-28;1438;;;Camisetas;Camiseta deportiva;182.13;1;182.13;Transferencia;Occidente
10335;2025-04-11;1962;;;Zapatos;Zapatos de vestir;12.89;4;51.56;Contra entrega;Oriente
10336;2025-07-22;2454;;;Zapatos;Zapatos de vestir;48.01;5;240.05;Efectivo;Sur
10337;2025-06-22;1390;;;Accesorios;Bolso de mano;150.04;5;750.2;Contra entrega;Sur
10338;2025-06-20;2004;;;Accesorios;Gorra;54.91;2;109.82;Transferencia;Sur
10339;2025-07-07;2962;;;Pantalones;Jeans slim;61.86;2;123.72;Tarjeta de débito;Norte
10340;2025-04-16;1357;;;Camisetas;Camiseta estampada;110.29;4;441.16;Tarjeta de crédito;Occidente
10341;2025-07-19;2533;;;Pantalones;Jogger;96.09;5;480.45;Contra entrega;Occidente
10342;2025-07-08;2328;;;Chaquetas;Abrigo;110.81;5;554.05;Transferencia;Occidente
10343;2025-02-22;1071;;;Chaquetas;Abrigo;25.47;3;76.41;Contra entrega;Sur
10344;2025-06-22;2341;;;Vestidos;Vestido de fiesta;149.14;5;745.7;Efectivo;Sur
10345;2025-03-28;2628;;;Zapatos;Sandalias;175.36;3;526.08;Transferencia;Ciudad
10346;2025-02-15;1313;;;Vestidos;Vestido de fiesta;32.43;1;32.43;Tarjeta de crédito;Ciudad
10347;2025-02-09;2819;;;Vestidos;Vestido casual;180.37;4;721.48;Tarjeta de crédito;Norte
10348;2025-01-11;1376;;;Camisetas;Camiseta deportiva;149.09;3;447.27;Efectivo;Norte
10349;2025-05-24;2758;;;Chaquetas;Chaqueta deportiva;132.28;5;661.4;Transferencia;Ciudad
10350;2025-06-18;1181;;;Chaquetas;Chaqueta deportiva;22.29;1;22.29;Contra entrega;Sur
10351;2025-02-20;2355;;;Chaquetas;Chaqueta de cuero;130.73;5;653.65;Tarjeta de crédito;Oriente
10352;2025-01-25;2992;;;Chaquetas;Chaqueta de cuero;90.04;2;180.08;Efectivo;Ciudad
10353;2025-04-22;2270;;;Pantalones;Pantalón formal;99.56;4;398.24;Transferencia;Occidente
10354;2025-07-08;2391;;;Zapatos;Zapatos de vestir;90.86;3;272.58;Tarjeta de crédito;Sur
10355;2025-04-19;1516;;;Zapatos;Zapatillas deportivas;77.23;2;154.46;Transferencia;Norte
10356;2025-02-16;1431;;;Chaquetas;Chaqueta de cuero;191.79;3;575.37;Tarjeta de crédito;Occidente
10357;2025-06-09;1198;;;Chaquetas;Chaqueta de cuero;76.32;1;76.32;Contra entrega;Ciudad
10358;2025-03-15;2161;;;Pantalones;Jogger;25.33;4;101.32;Efectivo;Sur
10359;2025-02-27;1140;;;Accesorios;Bolso de mano;78.36;1;78.36;Tarjeta de crédito;Sur
10360;2025-05-05;1556;;;Zapatos;Zapatillas deportivas;97.17;2;194.34;Tarjeta de crédito;Sur
10361;2025-06-07;2206;;;Zapatos;Zapatos de vestir;46.05;3;138.15;Tarjeta de crédito;Norte
10362;2025-06-16;2242;;;Pantalones;Jogger;92.44;3;277.32;Transferencia;Ciudad
10363;2025-08-18;1219;;;Camisetas;Camiseta básica;67.57;3;202.71;Efectivo;Oriente
10364;2025-03-24;2768;;;Pantalones;Jeans slim;59.11;5;295.55;Tarjeta de crédito;Occidente
10365;2025-02-08;1422;;;Accesorios;Bolso de mano;74.94;5;374.7;Efectivo;Occidente
10366;2025-03-25;1949;;;Vestidos;Vestido casual;104.95;2;209.9;Tarjeta de crédito;Oriente
10367;2025-04-17;2031;;;Pantalones;Jogger;64.81;5;324.05;Tarjeta de crédito;Sur
10368;2025-06-13;1836;;;Vestidos;Vestido de verano;62.93;4;251.72;Contra entrega;Ciudad
10369;2025-08-28;2330;;;Zapatos;Zapatos de vestir;175.86;5;879.3;Tarjeta de crédito;Ciudad
10370;2025-08-20;2135;;;Camisetas;Camiseta básica;70.69;5;353.45;Tarjeta de crédito;Sur
10371;2025-06-14;1023;;;Accesorios;Gorra;144.29;2;288.58;Tarjeta de crédito;Norte
10372;2025-02-17;2717;;;Pantalones;Jogger;38.97;5;194.85;Contra entrega;Oriente
10373;2025-06-09;2958;;;Accesorios;Bolso de mano;188.63;2;377.26;Tarjeta de crédito;Sur
10374;2025-01-23;2651;;;Zapatos;Zapatillas deportivas;113.84;1;113.84;Tarjeta de crédito;Norte
10375;2025-01-20;2198;;;Zapatos;Sandalias;128.66;4;514.64;Contra entrega;Sur
10376;2025-08-13;1849;;;Accesorios;Gorra;96.11;5;480.55;Transferencia;Occidente
10377;2025-07-15;2482;;;Vestidos;Vestido casual;70.21;1;70.21;Transferencia;Occidente
10378;2025-03-27;1008;;;Zapatos;Zapatos de vestir;62.3;4;249.2;Tarjeta de crédito;Norte
10379;2025-06-15;2533;;;Zapatos;Zapatillas deportivas;183.42;2;366.84;Tarjeta de crédito;Ciudad
10380;2025-05-18;1252;;;Vestidos;Vestido de fiesta;71.58;3;214.74;Contra entrega;Norte
10381;2025-08-10;2514;;;Accesorios;Bolso de mano;188.35;1;188.35;Contra entrega;Occidente
10382;2025-03-19;2196;;;Accesorios;Gorra;51.26;3;153.78;Tarjeta de crédito;Ciudad
10383;2025-08-23;2391;;;Camisetas;Camiseta básica;155.39;5;776.95;Tarjeta de débito;Sur
10384;2025-08-27;1727;;;Pantalones;Pantalón formal;117.05;4;468.2;Tarjeta de débito;Sur
10385;2025-06-20;1168;;;Zapatos;Zapatos de vestir;109.45;3;328.35;Tarjeta de crédito;Ciudad
10386;2025-01-06;2915;;;Camisetas;Camiseta deportiva;82.29;3;246.87;Tarjeta de débito;Oriente
10387;2025-08-19;2318;;;Camisetas;Camiseta estampada;154.91;4;619.64;Transferencia;Oriente
10388;2025-07-04;1034;;;Pantalones;Jogger;160.26;1;160.26;Efectivo;Occidente
10389;2025-05-03;2555;;;Accesorios;Bolso de mano;40.91;5;204.55;Tarjeta de crédito;Norte
10390;2025-07-03;2987;;;Camisetas;Camiseta estampada;180.15;1;180.15;Tarjeta de crédito;Norte
10391;2025-07-16;2389;;;Accesorios;Reloj;131.55;1;131.55;Efectivo;Occidente
10392;2025-02-14;1073;;;Pantalones;Pantalón formal;65.47;3;196.41;Tarjeta de crédito;Norte
10393;2025-03-02;1816;;;Camisetas;Camiseta estampada;102.96;5;514.8;Tarjeta de crédito;Sur
10394;2025-03-13;2524;;;Camisetas;Camiseta estampada;154.94;1;154.94;Contra entrega;Norte
10395;2025-06-25;1169;;;Camisetas;Camiseta estampada;41.19;4;164.76;Efectivo;Sur
10396;2025-04-05;2179;;;Camisetas;Camiseta deportiva;75.2;1;75.2;Tarjeta de crédito;Norte
10397;2025-02-24;1680;;;Zapatos;Zapatos de vestir;171.24;3;513.72;Tarjeta de crédito;Ciudad
10398;2025-08-18;1428;;;Accesorios;Gorra;109.54;5;547.7;Contra entrega;Ciudad
10399;2025-03-08;1213;;;Pantalones;Pantalón formal;50.43;1;50.43;Transferencia;Norte
10400;2025-03-22;2453;;;Pantalones;Jeans slim;129.9;5;649.5;Contra entrega;Occidente
10401;2025-08-09;2178;;;Pantalones;Pantalón formal;84.41;2;168.82;Tarjeta de débito;Ciudad
10402;2025-08-27;2012;;;Zapatos;Zapatos de vestir;138.98;2;277.96;Tarjeta de crédito;Norte
10403;2025-06-16;1550;;;Pantalones;Jeans slim;98.41;1;98.41;Tarjeta de crédito;Oriente
10404;2025-08-26;2197;;;Accesorios;Reloj;24.42;3;73.26;Tarjeta de crédito;Occidente
10405;2025-08-11;1724;;;Chaquetas;Chaqueta de cuero;139.17;4;556.68;Contra entrega;Occidente
10406;2025-08-01;1738;;;Chaquetas;Chaqueta de cuero;83.33;2;166.66;Tarjeta de débito;Occidente
10407;2025-06-13;2868;;;Chaquetas;Abrigo;25.8;3;77.4;Contra entrega;Sur
10408;2025-08-25;1065;;;Zapatos;Zapatos de vestir;170.72;4;682.88;Tarjeta de crédito;Norte
10409;2025-07-21;2551;;;Vestidos;Vestido de verano;59.26;1;59.26;Contra entrega;Oriente
10410;2025-05-20;2570;;;Zapatos;Zapatos de vestir;19.45;1;19.45;Contra entrega;Ciudad
10411;2025-04-01;1421;;;Zapatos;Sandalias;25.55;3;76.65;Efectivo;Sur
10412;2025-02-12;2898;;;Vestidos;Vestido de fiesta;55.76;4;223.04;Transferencia;Sur
10413;2025-01-09;2404;;;Zapatos;Zapatillas deportivas;72.43;1;72.43;Tarjeta de crédito;Norte
10414;2025-07-28;2992;;;Camisetas;Camiseta deportiva;78.4;1;78.4;Tarjeta de débito;Norte
10415;2025-07-10;1162;;;Pantalones;Pantalón formal;112.27;4;449.08;Tarjeta de crédito;Oriente
10416;2025-02-22;2268;;;Camisetas;Camiseta deportiva;144.42;3;433.26;Tarjeta de crédito;Sur
10417;2025-08-12;1339;;;Vestidos;Vestido de verano;71.5;5;357.5;Efectivo;Sur
10418;2025-01-07;1346;;;Pantalones;Jeans slim;53.93;5;269.65;Transferencia;Ciudad
10419;2025-07-18;1823;;;Accesorios;Reloj;62.18;2;124.36;Tarjeta de crédito;Ciudad
10420;2025-07-25;2129;;;Camisetas;Camiseta estampada;64.59;1;64.59;Tarjeta de débito;Norte
10421;2025-01-24;1441;;;Chaquetas;Chaqueta de cuero;76.36;3;229.08;Efectivo;Ciudad
10422;2025-06-01;2968;;;Chaquetas;Chaqueta de cuero;87.73;3;263.19;Tarjeta de crédito;Occidente
10423;2025-01-13;2700;;;Accesorios;Reloj;130.12;1;130.12;Efectivo;Ciudad
10424;2025-02-07;1257;;;Zapatos;Zapatillas deportivas;146.89;3;440.67;Transferencia;Ciudad
10425;2025-02-20;2336;;;Camisetas;Camiseta estampada;189.05;1;189.05;Tarjeta de débito;Oriente
10426;2025-02-24;2710;;;Chaquetas;Abrigo;73.12;3;219.36;Tarjeta de débito;Ciudad
10427;2025-05-26;2848;;;Camisetas;Camiseta básica;16.57;1;16.57;Transferencia;Occidente
10428;2025-04-17;1980;;;Pantalones;Jogger;27.46;1;27.46;Efectivo;Occidente
10429;2025-04-16;2726;;;Chaquetas;Abrigo;188.61;3;565.83;Tarjeta de crédito;Sur
10430;2025-02-13;1450;;;Zapatos;Zapatillas deportivas;118.16;4;472.64;Tarjeta de crédito;Occidente
10431;2025-07-20;2517;;;Camisetas;Camiseta estampada;139.61;3;418.83;Contra entrega;Occidente
10432;2025-03-19;1136;;;Pantalones;Jogger;11.89;5;59.45;Tarjeta de crédito;Norte
10433;2025-02-17;1252;;;Camisetas;Camiseta estampada;172.42;3;517.26;Contra entrega;Norte
10434;2025-08-04;2031;;;Camisetas;Camiseta estampada;181.16;5;905.8;Contra entrega;Sur
10435;2025-04-05;2036;;;Vestidos;Vestido de fiesta;133.19;2;266.38;Tarjeta de crédito;Oriente
10436;2025-03-04;2119;;;Vestidos;Vestido de verano;36.47;1;36.47;Efectivo;Sur
10437;2025-04-26;2969;;;Zapatos;Zapatillas deportivas;119.29;3;357.87;Efectivo;Ciudad
10438;2025-08-03;1405;;;Accesorios;Reloj;38.44;3;115.32;Tarjeta de crédito;Norte
10439;2025-03-18;1424;;;Zapatos;Zapatillas deportivas;154.46;4;617.84;Tarjeta de débito;Occidente
10440;2025-01-12;2330;;;Pantalones;Jogger;107.71;4;430.84;Tarjeta de débito;Sur
10441;2025-02-04;1045;;;Zapatos;Zapatos de vestir;133.76;5;668.8;Tarjeta de crédito;Oriente
10442;2025-06-28;1126;;;Zapatos;Zapatos de vestir;106.38;1;106.38;Tarjeta de crédito;Sur
10443;2025-04-19;2002;;;Vestidos;Vestido de verano;113.46;5;567.3;Tarjeta de crédito;Sur
10444;2025-04-25;1331;;;Zapatos;Zapatos de vestir;138.48;2;276.96;Tarjeta de crédito;Norte
10445;2025-08-12;1656;;;Chaquetas;Abrigo;119.82;2;239.64;Tarjeta de débito;Occidente
10446;2025-03-15;2536;;;Zapatos;Zapatos de vestir;176.44;3;529.32;Transferencia;Ciudad
10447;2025-04-25;1129;;;Camisetas;Camiseta deportiva;64.08;3;192.24;Tarjeta de crédito;Sur
10448;2025-04-06;1607;;;Zapatos;Sandalias;161.73;4;646.92;Tarjeta de crédito;Ciudad
10449;2025-05-07;1210;;;Camisetas;Camiseta básica;92.95;2;185.9;Tarjeta de crédito;Oriente
10450;2025-03-15;1394;;;Camisetas;Camiseta estampada;25.99;4;103.96;Tarjeta de crédito;Occidente
10451;2025-07-01;2759;;;Pantalones;Jeans slim;116.69;2;233.38;Contra entrega;Occidente
10452;2025-06-10;2064;;;Vestidos;Vestido casual;72.63;4;290.52;Transferencia;Occidente
10453;2025-03-26;2553;;;Pantalones;Jogger;37.47;2;74.94;Tarjeta de crédito;Ciudad
10454;2025-06-26;1350;;;Vestidos;Vestido casual;32.72;3;98.16;Contra entrega;Norte
10455;2025-06-13;2882;;;Pantalones;Jogger;121.95;1;121.95;Transferencia;Sur
10456;2025-01-07;2276;;;Zapatos;Zapatillas deportivas;51.85;2;103.7;Efectivo;Ciudad
10457;2025-04-23;1969;;;Chaquetas;Abrigo;129.89;5;649.45;Tarjeta de débito;Ciudad
10458;2025-05-16;1661;;;Pantalones;Jeans slim;183.96;4;735.84;Tarjeta de débito;Oriente
10459;2025-07-16;1128;;;Accesorios;Bolso de mano;61.57;1;61.57;Tarjeta de crédito;Norte
10460;2025-04-27;2507;;;Pantalones;Jogger;141.13;4;564.52;Tarjeta de crédito;Norte
10461;2025-08-01;2548;;;Pantalones;Jeans slim;11.62;1;11.62;Tarjeta de crédito;Sur
10462;2025-07-25;2606;;;Pantalones;Pantalón formal;11.56;4;46.24;Tarjeta de crédito;Sur
10463;2025-04-26;1527;;;Camisetas;Camiseta deportiva;143.8;4;575.2;Contra entrega;Ciudad
10464;2025-07-11;1546;;;Zapatos;Sandalias;185.08;4;740.32;Contra entrega;Oriente
10465;2025-02-03;1505;;;Camisetas;Camiseta básica;187.4;5;937;Efectivo;Oriente
10466;2025-07-06;1688;;;Accesorios;Bolso de mano;93.36;4;373.44;Efectivo;Occidente
10467;2025-05-26;1400;;;Vestidos;Vestido de fiesta;138.21;5;691.05;Contra entrega;Norte
10468;2025-05-07;2275;;;Zapatos;Zapatos de vestir;127.92;4;511.68;Contra entrega;Norte
10469;2025-07-27;1046;;;Zapatos;Zapatillas deportivas;183.75;5;918.75;Transferencia;Occidente
10470;2025-02-01;1494;;;Zapatos;Zapatillas deportivas;122.93;1;122.93;Contra entrega;Ciudad
10471;2025-08-03;1175;;;Vestidos;Vestido de fiesta;101.41;4;405.64;Tarjeta de crédito;Sur
10472;2025-05-19;2984;;;Accesorios;Bolso de mano;171.27;2;342.54;Tarjeta de crédito;Norte
10473;2025-08-03;2051;;;Zapatos;Sandalias;18.69;3;56.07;Tarjeta de crédito;Sur
10474;2025-04-09;2428;;;Vestidos;Vestido de fiesta;161.26;4;645.04;Efectivo;Occidente
10475;2025-08-20;1702;;;Vestidos;Vestido de verano;87.79;2;175.58;Transferencia;Oriente
10476;2025-02-17;1587;;;Vestidos;Vestido casual;193.2;5;966;Tarjeta de crédito;Sur
10477;2025-07-13;1011;;;Camisetas;Camiseta estampada;44.3;2;88.6;Tarjeta de crédito;Sur
10478;2025-04-18;1634;;;Camisetas;Camiseta deportiva;138.82;5;694.1;Tarjeta de crédito;Ciudad
10479;2025-01-10;1062;;;Vestidos;Vestido de fiesta;29.64;3;88.92;Efectivo;Norte
10480;2025-05-27;1640;;;Chaquetas;Abrigo;137.45;2;274.9;Tarjeta de crédito;Oriente
10481;2025-08-28;2089;;;Camisetas;Camiseta deportiva;167.03;1;167.03;Tarjeta de crédito;Ciudad
10482;2025-05-02;2224;;;Zapatos;Sandalias;98;3;294;Contra entrega;Oriente
10483;2025-02-10;2923;;;Camisetas;Camiseta estampada;172.7;4;690.8;Tarjeta de débito;Ciudad
10484;2025-03-05;1795;;;Accesorios;Gorra;158.7;1;158.7;Contra entrega;Occidente
10485;2025-02-06;2464;;;Vestidos;Vestido de verano;98.32;2;196.64;Efectivo;Sur
10486;2025-04-04;2190;;;Camisetas;Camiseta deportiva;156.62;1;156.62;Contra entrega;Oriente
10487;2025-07-10;1500;;;Pantalones;Jogger;40.21;1;40.21;Tarjeta de débito;Sur
10488;2025-07-03;1517;;;Zapatos;Zapatos de vestir;74.21;5;371.05;Efectivo;Oriente
10489;2025-08-03;1154;;;Accesorios;Gorra;136.99;1;136.99;Tarjeta de crédito;Oriente
10490;2025-05-08;1049;;;Camisetas;Camiseta estampada;93.85;5;469.25;Tarjeta de débito;Oriente
10491;2025-03-27;2205;;;Accesorios;Bolso de mano;95.07;3;285.21;Efectivo;Ciudad
10492;2025-05-13;2522;;;Accesorios;Bolso de mano;136.89;3;410.67;Tarjeta de crédito;Occidente
10493;2025-05-07;2923;;;Zapatos;Sandalias;63.2;3;189.6;Contra entrega;Norte
10494;2025-05-25;1089;;;Pantalones;Jeans slim;58.2;3;174.6;Tarjeta de crédito;Sur
10495;2025-02-23;2785;;;Zapatos;Sandalias;14.33;5;71.65;Tarjeta de crédito;Norte
10496;2025-01-10;1705;;;Accesorios;Reloj;111.35;2;222.7;Contra entrega;Occidente
10497;2025-07-10;2657;;;Pantalones;Pantalón formal;85.24;4;340.96;Transferencia;Norte
10498;2025-04-15;1717;;;Zapatos;Zapatos de vestir;137.42;5;687.1;Tarjeta de crédito;Occidente
10499;2025-03-13;2553;;;Accesorios;Gorra;132.73;1;132.73;Efectivo;Oriente
10500;2025-02-01;2407;;;Chaquetas;Chaqueta de cuero;164.74;4;658.96;Contra entrega;Ciudad
10501;2025-04-07;1992;;;Camisetas;Camiseta estampada;101.51;4;406.04;Contra entrega;Ciudad
10502;2025-06-23;1836;;;Camisetas;Camiseta estampada;39.62;1;39.62;Tarjeta de crédito;Norte
10503;2025-03-22;1805;;;Vestidos;Vestido de verano;121.19;4;484.76;Tarjeta de crédito;Oriente
10504;2025-02-24;1157;;;Accesorios;Gorra;41.84;1;41.84;Tarjeta de crédito;Oriente
10505;2025-06-10;1345;;;Vestidos;Vestido de fiesta;68.39;2;136.78;Contra entrega;Sur
10506;2025-02-20;2353;;;Chaquetas;Chaqueta de cuero;13.59;3;40.77;Tarjeta de débito;Oriente
10507;2025-05-26;1917;;;Pantalones;Jogger;77.01;3;231.03;Transferencia;Ciudad
10508;2025-07-12;1920;;;Pantalones;Pantalón formal;85.77;4;343.08;Tarjeta de crédito;Sur
10509;2025-07-14;1911;;;Vestidos;Vestido casual;79.05;5;395.25;Efectivo;Norte
10510;2025-07-03;1803;;;Vestidos;Vestido de verano;140.39;5;701.95;Contra entrega;Norte
10511;2025-08-17;2443;;;Vestidos;Vestido casual;93.42;1;93.42;Tarjeta de débito;Occidente
10512;2025-04-07;2641;;;Accesorios;Gorra;158.62;2;317.24;Tarjeta de crédito;Norte
10513;2025-01-23;2579;;;Accesorios;Reloj;76.93;2;153.86;Tarjeta de débito;Ciudad
10514;2025-02-11;1771;;;Camisetas;Camiseta estampada;153.31;3;459.93;Transferencia;Sur
10515;2025-08-25;1420;;;Vestidos;Vestido de fiesta;57.56;3;172.68;Contra entrega;Oriente
10516;2025-01-23;1438;;;Vestidos;Vestido casual;43.62;1;43.62;Tarjeta de crédito;Occidente
10517;2025-05-05;1587;;;Accesorios;Gorra;173.08;3;519.24;Tarjeta de crédito;Oriente
